minute_bucket,order_created_count
2017-01-23 18:29,3
2017-04-11 12:22,3
2017-05-16 13:10,3
2017-05-16 19:41,3
2017-07-09 21:57,3
2017-07-13 19:58,3
2017-07-29 11:55,3
2017-10-02 10:56,3
2017-10-26 15:54,3
2017-11-18 19:28,3
2017-11-21 00:03,3
2017-12-26 23:41,3
2018-01-02 19:00,3
2018-02-13 21:18,3
2018-03-01 14:14,3
2018-06-07 10:06,3
2018-06-07 19:03,3
2018-07-24 20:41,3
2018-07-25 17:44,3
2018-08-08 08:38,3
