minute_bucket,order_count
2017-01-23 18:29,1
2017-04-11 12:22,1
2017-05-16 13:10,1
2017-07-09 21:57,1
2017-07-29 11:55,1
2017-10-02 10:56,1
2017-11-18 19:28,1
2018-02-13 21:18,1
2018-07-24 20:41,1
2018-08-08 08:38,1
